Filesystem	Size	Used
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/dshcherbinin/f0e6c341-fd4d-41df-b4c0-2e81d03bdfbe	239G	76G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/dsmutok/f2347db4-cb13-46c9-b4d0-f65346720537	239G	21G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/dsouponin/ae332731-1b07-4467-add8-e17cfc29a532	239G	100G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/dsuponin/c22fff2a-e05e-40ac-ba9e-8f4083aea906	239G	8.8G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/dvashunina/8ed42442-e2aa-48b4-847b-b42a35f8b61e	239G	183G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/ebogoslovskaya/60448ddd-5fe8-4de4-93ba-d175b381c9fc	239G	87G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/eegorov/0d2928b0-4653-478b-bc86-8f75a71b7570	239G	173G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/eivashina/d0575496-f2ad-4c2b-b72d-268195750381	239G	6.7G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/efirko/e844a407-d62c-4e92-994e-36776a8ffb21	239G	12G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/ekomech/b1c89a25-3d3b-4501-b62c-5b043b247080	239G	156G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/emichno/5e9047e5-08a7-478b-9f1d-426c6c5cfb58	239G	23G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/erudovczova/beda5641-881b-4886-bef8-2c16f29d923b	239G	832M
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/evlasova/4b99aed5-a5bf-4688-a085-e02018da321f	574G	371G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/iivanov/d20245ec-15bf-4c4f-b458-a3990aafa2ba	239G	120G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/eyazikova/4c2028ce-9552-4aab-a093-73ddc5e7ae37	239G	179G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/imalysheva/fd5fa283-5851-490c-9671-5e48d94b2b53	239G	59G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/fpolyakov/177e8c3e-fa95-43d9-ae8c-8b93d4da1a26	705G	520G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/idyugay/03510749-bc6b-4850-82bb-d74c493ff62f	809G	374G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/eutepeshova/320276d7-75a8-4a5a-a38e-00ddf1bfcade	239G	194G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/epepeliaeva/593c9e52-0ce9-4c86-a028-469e72bb98c6	239G	69G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/mkoshkina/b2ee70e9-a814-4fbf-b159-5ade84856380	373G	99G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/ntverdova/b450c4a4-1d44-4173-8e87-f00d0350b56d	239G	166G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/jbolshakova/ccff9fcf-66b5-48fb-abe7-0f06b5b8cb32	239G	4.5G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/obritanova/9af5a6b7-d61a-4aed-bffe-7ce2c3b80d42	239G	150G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/opiskunova/6224bfa0-a317-4c93-9b33-8865765d35d3	239G	187G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/mbelyakov/aa5e97f5-3aba-43a0-abbc-dfca5aa92bde	239G	200G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/krubeckaya/bcf6480c-9611-4d12-bb97-41498ed74350	239G	213G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/kzimin/4c30d33c-f42a-43c4-be48-4a10667bcabe	239G	89G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/rmungalov/20b4631b-a3d1-4bbc-b429-efa81cb20eef	239G	45G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/makimov/ebb71b57-3b53-4152-bdea-fca325ec08f4	239G	217G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/lbufeeva/e162cf89-4191-4ed8-a83c-3dcb1cd52be7	239G	20G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/mabdullaeva/9642b189-f8c5-49f4-9dd0-a6b3e6dfa859	239G	73G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/lstartseva/d0209d44-2691-4c43-87aa-63eabc955616	240G	184G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/kzelenova/88273853-12d3-453e-915c-3ae81741ac8d	239G	123G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/mskutel/1ceab35a-3152-4bdd-aaaa-a964cd1c1c9c	239G	6.6G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/ipletenev/ea738786-da1f-4344-b9cd-c4d38b680f83	239G	21G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/ishabunina/f8ab0a76-5751-482f-9cd7-99b48042d517	239G	36G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/mmatsiushenka/e4539227-421e-499e-aaac-8519409ba7b9	239G	13G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/kgolovataya/e504137b-85b2-449d-9811-8970eb944596	239G	2.1G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/pshelyakin/87c5ab52-bc12-49c1-90b0-0a6369175b3f	239G	231G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/skonareva/58e60cfe-863d-47c6-8e66-2c0361b89644	239G	151G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/nchernikov/51ab363d-6f41-4ba8-80e2-20b4b0a15be2	239G	17G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/skarpycheva/b1c78329-344e-4bbf-ac19-90ac682ec7f1	239G	43G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/sivanov/9e08195f-200b-4a8d-bc65-13455fe6d78b	239G	87G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/ssuleimanov/1372106d-73f2-4358-b1a3-db32c9722a7f	239G	111G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/ozakharov/94cc123b-d553-4efd-824a-57be50a4ab37	477G	386G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/vgrigoriants/1b2a7e87-8218-4dd3-acd4-9db5874c941c	239G	203G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/vkoroteeva/a37118aa-1963-4dc8-92be-7e9b47a00a50	239G	90G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/vpodborskaya/b49940c2-0938-4acc-91ed-fc3a1d2443fe	239G	66G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/vshindyapin/db6c98a7-2bc7-4605-bb00-cdfe66e9dcb2	239G	18G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/nlebedinova/e4643573-9119-4263-a9ad-fd874da2ec81	239G	49G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/mgikalo/37468259-0b9c-4b1e-9b83-a6f757ea187a	239G	203G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/tstepanicheva/fc72da93-584d-46ac-afd9-246a9f0ebd20	239G	5.3G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/izhegalova/ae8af8a8-5c5c-44ab-b169-8e7c75ec5f35	239G	229G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/vbogomolov/f049791a-e4b6-41d3-a2fe-4c021bb24695	239G	31G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/osuchalko/27a5442d-6a8e-4be1-bcd0-4b6768179ad9	239G	129G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/nlebedev/51a78c12-aee8-4261-88f1-6ec999f7daa1	239G	203G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/tnakonechnaya/ea00ac4c-693d-4da8-a95f-c47edd668931	239G	126G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/nvand/58ef7cdb-7b88-496c-8c0d-f904573afeba	1.1T	820G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/vledyaeva/c7e5a2af-1251-47d8-9b31-e8c0e8b44fad	239G	4.2G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/mnomerovskaya/6bbdece7-12f3-4ec1-ae79-ae4f7e7b1163	239G	91G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/kskvortsova/185f7752-d0f3-496e-8026-14ba36c9d204	239G	131G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/svinogradova/46b0d2ab-a6ec-47d3-9cf7-79adb9cb524c	239G	52G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/vpakhomova/1db8956d-226d-47d8-adfb-6f45ed599cc4	239G	142G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/mpodsytnik/86ed5be9-8993-44f8-ae29-a4c9ff38801c	239G	57G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/nnikolaev/f69f599a-2498-42c9-b5c0-6c51d11293f2	239G	128M
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/ishorina/43bfdb92-35dc-4420-a59d-817821d9f4cb	241G	209G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/klifanova/5e08ed40-b77c-43b2-84a8-41151bf58f52	239G	184G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/lsorokina/77e480bd-4986-4946-82e1-7836cfe2a156	239G	43G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/mandrushkin/702bfa2f-5d72-4f2b-804a-159ecca6e2b3	239G	143G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/izaycev/3724587e-2feb-4dec-8cbf-a9564bb14ef5	241G	165G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/nkotenko/46e9874e-e346-44e6-8e65-c280da73ea35	239G	6.1G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/lmusaeva/6d43353a-d010-46b0-9415-76de6ec7fd1b	239G	100G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/yvishnevskaya/d5ce0ef6-dd88-44ec-8f38-b164b263a85c	239G	620M
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/yefremova/8042c53f-87a7-4379-9c10-5128025d4260	239G	12G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/vtuliavko/4999da2b-04fc-4f86-9c53-963609cc64bc	239G	38G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/vslyusareva/ef42e3de-21e3-47e6-9424-aac0ee2dd7d4	239G	6.9G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/zlarionov/1ea19aa6-cda1-4487-951a-81bf7440d5da	239G	46G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/zagayeva/66711324-c8c5-4ebd-bab8-29cd4d9a668c	280G	98G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/zsheina/53d8e9e1-d68d-4cb1-9b9f-056095c678e6	239G	80G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/projects/mbf_rsmu_bioinformatics_masters/b6f456bb-0340-4519-96a0-ef68dfaf5938	652G	432G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/projects/cdr3_ngs/66bd40f6-204b-476c-83d1-0bb66f9a0a40	19T	18T
tmpfs	76G	0
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/home/vmishchenko/1a648592-7f6f-4cc8-8363-8ede6314a023	239G	1.3G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/projects/mbf_benchmark/be1618bd-f46b-4827-8022-de0d12bbd6a9	1.9T	768G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/projects/ozakharov_data/49e5701d-ec25-4345-9429-ab5230dad0f5	932G	678G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/projects/mbf_rsmu_bioinformatics_3_4_22b/e7b23826-7555-414c-9b2d-af291e3b6575	239G	580M
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/projects/mbf_rsmu_bioinformatics/f53cbae7-e195-4c0d-8a6a-84ea6d897176	5.5T	813G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/projects/ngs_bioinf/f0897860-e8df-4a4b-8d42-8289ed7f9aad	9.1T	8.3T
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/projects/mbf_rsmu_bioinformatics_3_3_31/aabfda4b-2ba8-443e-a69a-0a74127606f7	358G	241G
10.61.12.9,10.61.12.10,10.61.12.11,10.61.22.9,10.61.22.11:/volumes/projects/mbf_rsmu_bioinformatics_3_4_21a/681dce46-9b1d-4cc8-ad27-ebb252d856fa	239G	101G
