-12.01	-13.08	-13.56	-13.38	-13.35	-10.97	-12.02
-11.75	-13.07	-13.33	-12.85	-13.12	-10.9	-12
-11.69	-12.79	-13.31	-12.62	-13.11	-10.77	-11.95
-11.69	-12.78	-13.31	-12.44	-12.99	-10.77	-11.8
-11.66	-12.73	-13.27	-12.36	-12.99	-10.22	-11.7
-11.43	-12.69	-13.18	-12.21	-12.95	-10.06	-11.69
-11.43	-12.64	-13.14	-12.11	-12.59	-9.93	-11.6
-11.41	-12.2	-13.14	-13.05	-12.54	-9.76	-11.27
-11.41	-12.17	-13.06	-13.01	-12.54	-9.44	-11.15
-11.35	-12.06	-13.03	-12.93	-12.5	-9.04	-10.97
-11.31	-12.02	-13.03	-12.91	-12.39	-8.94	-9.78
-11.3	-11.95	-12.91	-12.79	-12.36	-8.84	-11.34
-11.3	-11.95	-12.9	-12.71	-12.32	-8.54	-11.24
-11.29	-11.66	-12.87	-12.67	-12.29	-10.78	-11.17
-11.28	-11.35	-12.8	-12.66	-12.16	-10.75	-11.17
-11.27	-11.25	-12.79	-12.66	-12.06	-10.72	-11.16
-11.26	-11.24	-12.68	-12.64	-12.06	-10.62	-11.16
-11.25	-11.2	-12.62	-12.62	-11.98	-10.6	-11.03
-11.25	-11.18	-12.47	-12.28	-11.55	-10.55	-10.78
-11.24	-11.16	-12.46	-12.24	-13.17	-10.55	-10.76
-11.24	-11.16	-12.45	-12.22	-12.94	-10.52	-10.46
-11.21	-11.16	-12.42	-12.01	-12.42	-10.49	-10
-11.17	-11.13	-12.42	-11.95	-12.4	-10.48	-9.93
-11.17	-11.12	-12.41	-11.82	-12.17	-10.38	-8.93
-10.99	-11.05	-12.38	-11.79	-12.09	-10.36	-11.22
-10.98	-11.03	-12.34	-11.39	-12.01	-10.35	-10.98
-10.85	-11.03	-12.32	-12.42	-11.92	-10.28	-10.91
-10.78	-11.03	-12.31	-12.24	-11.84	-10.25	-10.53
-10.76	-11.01	-12.3	-12.1	-11.78	-10.25	-10.32
-10.72	-10.99	-12.25	-11.78	-11.75	-10.2	-11.22
-10.72	-10.92	-12.23	-11.77	-11.7	-10.19	-10.84
-10.66	-10.87	-12.04	-11.69	-11.63	-10.16	-10.8
-10.51	-10.83	-11.58	-11.68	-11.6	-10.14	-10.78
-10.47	-10.81	-13.11	-11.68	-11.55	-10.1	-10.75
-10.13	-10.75	-12.91	-11.66	-11.5	-10.09	-10.75
-10.07	-10.7	-12.9	-11.57	-11.31	-9.65	-10.69
-9.96	-10.67	-12.72	-11.53	-11.21	-9.14	-10.68
-9.09	-10.6	-12.66	-11.51	-11.03	-10.73	-10.49
-11.99	-10.48	-12.65	-11.5	-10.58	-10.65	-10.45
-11.85	-10.47	-12.49	-11.5	-11.75	-10.61	-10.39
-11.82	-10.35	-12.46	-11.48	-11.66	-10.51	-10.39
-11.69	-10.27	-12.4	-11.48	-11.53	-10.3	-10.38
-11.48	-10.24	-12.11	-11.34	-10.69	-10.05	-10.38
-11.43	-10.18	-12.5	-11.29	-11.69	-9.91	-10.32
-11.35	-9.99	-12.32	-11.24	-11.67	-9.86	-10.22
-9.99	-9.62	-12.3	-11.2	-11.66	-10.57	-10.21
-9.84	-11.16	-12.27	-11.2	-11.6	-10.33	-10.19
-9.75	-11.09	-12.25	-11.09	-11.59	-10.08	-9.65
-9.33	-11.01	-12.21	-10.83	-11.52	-10.05	-9.49
-11.84	-10.97	-12.2	-10.71	-11.52	-9.99	-9.49
-11.77	-10.96	-12.2	-9.81	-11.5	-9.97	-9.44
-11.33	-10.95	-12.15	-12.18	-11.48	-9.96	-10.97
-10.59	-10.82	-12.14	-11.93	-11.47	-9.92	-10.63
-10.57	-10.81	-12.04	-11.37	-11.46	-9.8	-10.19
-10.52	-10.8	-11.73	-11.34	-11.41	-9.77	-9.38
-10.52	-10.8	-11.71	-11.17	-11.37	-9.74	-8.89
-10.22	-10.79	-11.6	-11.05	-11.34	-9.71	-8.31
-9.99	-10.75	-11.56	-11.02	-11.23	-9.6	-10.74
-9.92	-10.74	-11.52	-10.62	-10.98	-9.6	-10.71
-9.9	-10.73	-11.4	-10.58	-10.93	-9.53	-10.68
-11.64	-10.68	-11.31	-10.56	-10.36	-9.49	-10.63
-11.06	-10.64	-10.59	-10.01	-10.18	-9.47	-10.53
-10.13	-10.63	-10.55	-9.93	-10.14	-9.43	-10.49
-11.22	-10.51	-12.3	-9.81	-9.88	-9.02	-10.26
-10.51	-10.5	-12.16	-9.76	-9.76	-8.95	-9.52
-10.81	-10.39	-11.56	-11.34	-11.36	-8.86	-9.1
-10.64	-10.36	-11.51	-10.99	-9.6	-8.8	-10.74
-10.62	-10.23	-11.49	-10.66	-11.26	-8.66	-9.71
-9.66	-10.16	-11.33	-10.61	-11.18	-8.37	-9.41
-10.66	-9.68	-11.2	-10.56	-11.03	-10.56	-10.69
-10.53	-11.01	-11.15	-10.46	-10.97	-9.98	-10.47
-10.59	-10.93	-10.93	-10.46	-10.93	-9.57	-10.04
-10.57	-10.88	-10.91	-11.22	-10.92	-10	-9.98
-10.48	-10.71	-10.88	-10.91	-10.89	-9.91	-9.86
-10.09	-10.43	-10.82	-10.71	-10.86	-9.62	-9.84
-10.43	-10.41	-10.56	-9.34	-10.73	-9.61	-9.81
-10.1	-10.17	-11.3	-10.95	-10.72	-9.6	-9.62
-10.36	-9.74	-11.19	-10.78	-10.71	-9.35	-9.55
-10.31	-9.43	-11.19	-10.75	-10.69	-9.31	-9.14
-10.21	-10.88	-11.16	-10.73	-10.68	-9.21	-9.05
-10.14	-10.85	-10.92	-10.58	-10.43	-7.85	-10.28
-10.07	-10.78	-11.13	-10.53	-10.42	-9.75	-9.9
-10.06	-10.61	-11.02	-9.99	-10.21	-9.62	-9.39
-10.04	-10.49	-10.66	-10.92	-9.9	-9.57	-10.11
-9.98	-9.52	-10.59	-10.04	-9.52	-9.52	-9.34
-9.85	-10.83	-11.02	-10.9	-9.48	-9.5	-9.54
-8.97	-10.82	-10.57	-10.59	-10.99	-9.08	-9.45
-10.08	-10.67	-10.41	-10.54	-10.67	-9.01	-9.2
-9.75	-10.67	-10.38	-10.4	-10.55	-9.67	-9.03
-9.08	-9.71	-10.91	-10.24	-10.29	-9.35	-8.96
-8.98	-9.67	-10.82	-10.22	-10.22	-9.32	-8.9
-8.57	-9.46	-10.79	-9.78	-10.18	-9.22	-8.23
-9.77	-9	-10.84	-9.74	-10.01	-8.27	-7.31
-9.49	-9.42	-10.81	-9.67	-9.15	-9.05	-9.2
-9.09	-9.25	-10.79	-9.19	-8.87	-8.12	-9.13
-8.7	-8.96	-10.76	-10.56	-8.81	-8.84	-8.26
-8.61	-8.73	-10.23	-10.11	-8.52	-8.44	-9.19
-7.55	-8.46	-10.44	-10.09	-7.67	-8.73	-8.49
-8.34	-8.41	-10.36	-9.96	-6.94	-8.26	-7.75
-7.96	-7.44	-9.85	-9.98	-5.95	-7.31	-7.75
